,logFC,AveExpr,t,P.Value,adj.P.Val,B,Score,ABSScore
GPR81,-0.123442758,5.905690181,-3.065919982,0.002213913,0.009078884,-2.057217985,-0.252066107,0.252066107
PROCA1,-0.077026205,5.111333243,-2.87740876,0.00407383,0.014823152,-2.058068997,-0.140885508,0.140885508
SSX1,0.199684413,2.272730423,2.888189326,0.003937628,0.014428705,-2.059118162,0.367573606,0.367573606
OASL,0.064363225,5.957661997,3.145924689,0.001692467,0.007296199,-2.06027174,0.137537988,0.137537988
FGF18,-0.127090026,4.816576625,-2.86227002,0.004272324,0.015414596,-2.060390364,-0.23029575,0.23029575
C10orf110,0.088489406,4.832042569,2.865377509,0.004230878,0.015285976,-2.061262281,0.160670817,0.160670817
KCNS3,-0.044815032,6.172435454,-3.21131479,0.001353026,0.006068312,-2.061466628,-0.099351884,0.099351884
ZNF222,-0.038115311,5.610929523,-2.977366441,0.002960166,0.01145337,-2.061658095,-0.07398436,0.07398436
PPAN,0.037090652,6.095840024,3.201567966,0.001399277,0.006251585,-2.061988931,0.081748162,0.081748162
THOC3,0.02477819,6.2757476,3.266585278,0.001116391,0.005177712,-2.062440005,0.056639526,0.056639526
GPR179,0.151351447,4.266653801,2.868425495,0.00419058,0.015177964,-2.062482032,0.275275968,0.275275968
P2RX2,0.275648845,3.481501491,2.877998568,0.004066269,0.01479837,-2.063351091,0.50437843,0.50437843
SLC6A8,0.036711627,6.293409521,3.273789393,0.001088541,0.005070005,-2.064016639,0.084252877,0.084252877
CDK4,0.017956338,6.479100999,3.318537072,0.000929471,0.00445861,-2.064461862,0.042211767,0.042211767
GSTM4,-0.038780624,6.143509999,-3.199568045,0.001408946,0.006287662,-2.065949109,-0.085375964,0.085375964
UBA7,-0.034454572,6.230063183,-3.236349934,0.00124062,0.005659396,-2.065951052,-0.077427345,0.077427345
KERA,-0.20638009,4.673035385,-2.861019451,0.004289108,0.015463112,-2.068049118,-0.373693069,0.373693069
RAD23A,0.0189134,6.486042142,3.31875483,0.000928752,0.004456248,-2.069501196,0.044465984,0.044465984
SLC25A1,0.026868626,6.341513014,3.284078127,0.001049881,0.004923655,-2.069694314,0.062005061,0.062005061
RUNDC3B,-0.08585404,5.229604515,-2.884939042,0.00397825,0.014539741,-2.070660032,-0.157751934,0.157751934
LOC100127888,0.254478529,3.566318687,2.874872829,0.004106485,0.01492072,-2.070719581,0.464731289,0.464731289
HSD17B7,-0.030749653,6.076976388,-3.169127396,0.001563936,0.006841568,-2.072457712,-0.066568212,0.066568212
WFIKKN1,-0.115432528,4.993978122,-2.861921153,0.004277,0.015425824,-2.073248634,-0.209135071,0.209135071
PTPLAD2,-0.048085946,6.04828119,-3.148881447,0.001675563,0.007241562,-2.074651964,-0.102911991,0.102911991
PCBP3,0.129608024,4.972012034,2.870596196,0.004162094,0.015096966,-2.075517034,0.236030512,0.236030512
FNIP1,-0.028703012,6.266022121,-3.247627969,0.001192858,0.005479449,-2.075638264,-0.064905061,0.064905061
CT45A3,0.149364901,2.081447063,2.880971339,0.004028354,0.014698351,-2.076751043,0.273745741,0.273745741
RNF13,0.019617305,6.368288745,3.287572385,0.001037043,0.004870397,-2.077772419,0.045363754,0.045363754
GRPEL2,0.020544501,6.15811996,3.218175174,0.001321322,0.005958638,-2.078938841,0.045708494,0.045708494
PL-5283,0.020827326,6.380906704,3.290580617,0.001026107,0.004832848,-2.079198153,0.048231858,0.048231858
CCDC21,0.027603453,6.144844185,3.214136873,0.0013399,0.006024512,-2.079732808,0.061281824,0.061281824
SCARNA10,0.19044666,3.592259784,2.870311978,0.004165813,0.01510768,-2.081180464,0.346765701,0.346765701
KHDRBS2,-0.188606039,2.553537673,-2.87856863,0.004058974,0.014782905,-2.081208611,-0.345194356,0.345194356
CCDC68,-0.167629034,5.028623175,-2.858123329,0.004328205,0.015573486,-2.083423151,-0.303008616,0.303008616
TTC21A,-0.047126266,5.710627417,-3.000459257,0.002746097,0.010788042,-2.084521612,-0.092700069,0.092700069
HCG2P7,-0.188795056,4.008455676,-2.868036336,0.004195706,0.015185375,-2.087031503,-0.343337871,0.343337871
PAEP,0.258022769,3.266123552,2.868546052,0.004188993,0.015175003,-2.087935548,0.469310185,0.469310185
LOC100134868,-0.203154518,3.633619398,-2.867746351,0.004199529,0.015193636,-2.08884753,-0.369403636,0.369403636
HTRA4,0.147532714,4.531177243,2.85108103,0.00442463,0.015852806,-2.088864928,0.265543224,0.265543224
LY6G5C,-0.062202296,5.288067785,-2.888127424,0.003938398,0.014428846,-2.090032277,-0.114500021,0.114500021
AATF,0.020587683,6.352855896,3.27910618,0.001068401,0.00498798,-2.092271275,0.047394397,0.047394397
MESTIT1,-0.208805844,3.359235971,-2.868203204,0.004193507,0.01518299,-2.092671703,-0.379743225,0.379743225
RHBDF1,-0.025884317,6.290390642,-3.251055296,0.001178685,0.005422004,-2.093136223,-0.058649724,0.058649724
ZNF624,-0.03188223,5.78343787,-3.028199119,0.002507709,0.010043914,-2.095497222,-0.063703788,0.063703788
HDAC1,0.018829077,6.478686311,3.30899708,0.000961456,0.004589718,-2.09590424,0.044026411,0.044026411
LOC100130581,-0.053741151,5.496992208,-2.929748218,0.003450446,0.012959595,-2.096826575,-0.101431509,0.101431509
FRMD4B,-0.033432687,6.111427918,-3.17546374,0.001530434,0.00672634,-2.101732473,-0.07262319,0.07262319
ROPN1,0.281336504,4.154132307,2.851724623,0.004415737,0.01583644,-2.104059582,0.506502049,0.506502049
CALM2,0.016091025,6.734499767,3.363955202,0.00079029,0.003893224,-2.104852674,0.038774393,0.038774393
IL28A,0.183791655,2.40839307,2.867920013,0.004197239,0.015188137,-2.104886106,0.334224296,0.334224296
SLC6A4,-0.278557388,4.650425642,-2.847476999,0.004474727,0.016001449,-2.105220599,-0.500244694,0.500244694
NUAK1,-0.03695299,6.151441611,-3.190931019,0.001451416,0.006445109,-2.10574665,-0.080955493,0.080955493
UBE4B,0.019984849,6.349560772,3.273949131,0.001087931,0.005068359,-2.106043446,0.045867878,0.045867878
LDB2,-0.0398943,5.949610608,-3.094365565,0.002013627,0.00839485,-2.110132057,-0.08282005,0.08282005
FAM49A,0.057090534,5.601252731,2.977962242,0.002954457,0.011433523,-2.110374336,0.110859537,0.110859537
CXCL1,0.198804024,4.598358103,2.841881764,0.004553523,0.016215605,-2.111261974,0.355872489,0.355872489
C16orf46,-0.041527408,5.560000735,-2.943388791,0.003302937,0.012521704,-2.112348574,-0.078999107,0.078999107
ATP4A,0.167338623,2.371100612,2.864866051,0.004237674,0.015303575,-2.112411248,0.303754259,0.303754259
LYST,-0.03251745,6.256403807,-3.231863711,0.001260105,0.005733698,-2.112664237,-0.072889986,0.072889986
TCP11L1,0.027317138,5.930829073,3.104956074,0.001943413,0.008147466,-2.112767147,0.057064884,0.057064884
SAP30,0.03675593,5.971517929,3.12675632,0.001805912,0.007685354,-2.113689515,0.077714391,0.077714391
CXorf23,-0.02749464,5.953606303,-3.098721106,0.001984473,0.00829151,-2.113737253,-0.057226419,0.057226419
PRKCE,-0.041724484,5.932686979,-3.08417762,0.002083364,0.008626019,-2.114925947,-0.086127244,0.086127244
OR13G1,-0.107558799,2.113879665,-2.864163131,0.004247031,0.015334558,-2.115276698,-0.19514702,0.19514702
BRD7,0.019573631,6.334414387,3.266299191,0.00111751,0.00517925,-2.11678519,0.044740096,0.044740096
TTLL9,-0.111460678,5.023181567,-2.84649978,0.004488399,0.016042575,-2.11727919,-0.200041367,0.200041367
GLIPR2,0.039154033,6.177819911,3.218595135,0.001319404,0.005951348,-2.117845085,0.087132783,0.087132783
PPIF,0.027835505,6.420397122,3.289426489,0.00103029,0.004846762,-2.118953848,0.064426623,0.064426623
C10orf82,-0.334275525,4.545894542,-2.845357979,0.004504422,0.016081397,-2.119918571,-0.599582059,0.599582059
KIAA1210,-0.213085204,4.287167609,-2.85001424,0.004439405,0.015898197,-2.121049,-0.383266156,0.383266156
ATP11A,0.039057204,6.16544639,3.212171785,0.001349027,0.006057265,-2.122644974,0.086618075,0.086618075
SPG21,0.013821243,6.45028362,3.292854537,0.001017912,0.004798833,-2.124297404,0.032049589,0.032049589
EGF,-0.1554704,5.553634335,-2.916383269,0.003600773,0.013423784,-2.126134528,-0.291060028,0.291060028
UCN,-0.166011031,4.308498337,-2.846480601,0.004488668,0.016042575,-2.126670876,-0.297944299,0.297944299
NKG7,0.082884298,5.610170731,2.98130325,0.002922627,0.011328123,-2.126700944,0.161279753,0.161279753
FOXI2,-0.185724382,3.914618251,-2.850683533,0.00443013,0.015867862,-2.127320708,-0.334207605,0.334207605
MMGT1,0.023975396,6.246520043,3.236501902,0.001239965,0.005657716,-2.127874488,0.05388132,0.05388132
CTH,-0.054520685,5.561431636,-2.936054031,0.003381524,0.012755894,-2.127919459,-0.10327794,0.10327794
NPY1R,-0.184974087,5.951162803,-3.041707062,0.002398625,0.009687322,-2.128920405,-0.372500127,0.372500127
GKAP1,-0.039932999,5.759330133,-3.004464146,0.002710446,0.010675627,-2.130734895,-0.078732166,0.078732166
CSMD1,-0.253811521,4.126813766,-2.848502642,0.004460418,0.015967649,-2.132396032,-0.456038138,0.456038138
ZBTB37,-0.063178983,5.39552656,-2.891561669,0.00389588,0.014312951,-2.134142897,-0.116519155,0.116519155
EFHC2,-0.150149572,5.048096752,-2.839859364,0.004582312,0.016288719,-2.134396503,-0.268484414,0.268484414
AWAT1,-0.163786998,2.26081741,-2.855898146,0.004358465,0.015668073,-2.134472122,-0.295632977,0.295632977
HNRPLL,0.020364995,6.199586918,3.216677183,0.001328186,0.005984117,-2.134986845,0.045271383,0.045271383
SF3A3,0.016965532,6.425803306,3.283973676,0.001050267,0.004924295,-2.135484068,0.03915061,0.03915061
SLIT3,-0.050347855,6.160394651,-3.181159605,0.001500885,0.006624515,-2.135841704,-0.109700219,0.109700219
BEGAIN,-0.119520426,4.995558853,-2.837249981,0.0046197,0.016400934,-2.136349937,-0.213359668,0.213359668
ASB14,-0.072899507,4.827853463,-2.832206814,0.004692746,0.016606461,-2.137060945,-0.129740922,0.129740922
MTMR11,-0.042258951,6.001987058,-3.109033895,0.001916983,0.008053779,-2.137806659,-0.088490255,0.088490255
CA6,0.261807252,2.713131366,2.851428015,0.004419834,0.015845368,-2.137818991,0.471278622,0.471278622
DNASE2B,-0.235318624,3.953410958,-2.845736497,0.004499104,0.01606823,-2.138516192,-0.422169133,0.422169133
INMT,-0.096237435,5.481471652,-2.904266646,0.003742187,0.0138515,-2.138716794,-0.178857581,0.178857581
PLIN4,-0.129132466,5.92846829,-3.04752818,0.002352972,0.009543978,-2.139789511,-0.260882523,0.260882523
BACE2,0.041102714,6.319447803,3.258566744,0.001148164,0.005305114,-2.141448139,0.093521223,0.093521223
CDYL2,-0.07537557,5.691374264,-2.96753697,0.003055826,0.011742874,-2.141804889,-0.145491857,0.145491857
OR6W1P,-0.148636071,2.26240296,-2.852108769,0.004410437,0.015823186,-2.143170244,-0.267649874,0.267649874
PCDHA3,-0.176928798,5.083290223,-2.837172196,0.004620819,0.016401954,-2.143996615,-0.315836379,0.315836379
FAM102A,-0.022516215,6.539868818,-3.302089901,0.000985248,0.004677259,-2.144211251,-0.052462974,0.052462974
CNTN6,-0.219851515,3.270457834,-2.846379654,0.004490082,0.016044724,-2.145124941,-0.394560424,0.394560424
CLCN1,-0.218336488,3.54581775,-2.843762573,0.004526897,0.016141186,-2.146199995,-0.391273085,0.391273085
RFPL3S,0.141252703,4.392440571,2.829986801,0.004725231,0.016706433,-2.146457551,0.251022476,0.251022476
ARNTL2,0.090103629,5.486526023,2.934856842,0.003394512,0.012785326,-2.147428229,0.170592136,0.170592136
GGTLC2,0.089389823,5.430666792,2.918406522,0.003577639,0.013345107,-2.147767657,0.167577129,0.167577129
SEC61A1,0.014463998,6.692748727,3.340882016,0.000858377,0.004167238,-2.149450792,0.03442651,0.03442651
NIPSNAP3B,-0.072628423,5.21687261,-2.854629166,0.004375807,0.015718957,-2.14993047,-0.130990899,0.130990899
RRP9,0.027312971,6.101604282,3.173131097,0.00154269,0.006765129,-2.150409261,0.059261606,0.059261606
GLCCI1,-0.038394698,6.106650679,-3.155950051,0.001635782,0.007102337,-2.151016996,-0.0824948,0.0824948
TRHDE,-0.241785955,3.67172612,-2.840768751,0.004569346,0.016257279,-2.151596218,-0.432543501,0.432543501
NDUFA12,0.020830797,6.22765591,3.221690889,0.001305343,0.00590475,-2.151642711,0.046427649,0.046427649
C14orf104,0.021859826,6.048504366,3.146814207,0.001687365,0.007278214,-2.151940254,0.046735765,0.046735765
RASA4P,-0.048981655,5.748185269,-2.989943233,0.00284176,0.011075622,-2.152870115,-0.095790086,0.095790086
SERPINA5,-0.165055368,5.971853105,-3.050258034,0.002331838,0.009480966,-2.152926875,-0.333931343,0.333931343
FLRT2,-0.073132256,5.893802723,-3.044275609,0.002378381,0.009627247,-2.15358146,-0.147471039,0.147471039
SNORA72,0.14501569,2.306560426,2.847160127,0.004479156,0.016014384,-2.153697734,0.260374186,0.260374186
NCRNA00174,-0.040955757,5.838861668,-3.028984299,0.002501246,0.01002786,-2.154095254,-0.081862029,0.081862029
HCG22,-0.199597924,3.362478864,-2.841244906,0.004562571,0.016239031,-2.15501613,-0.357168487,0.357168487
CRYBB2,0.198953311,3.653660868,2.838446186,0.004602526,0.016351735,-2.155925869,0.355417391,0.355417391
FAM47C,0.159164108,2.314581273,2.845427246,0.004503448,0.016080832,-2.157531227,0.285491303,0.285491303
NEK1,-0.029007878,6.088479471,-3.148118902,0.001679908,0.00725305,-2.157946284,-0.062061754,0.062061754
ZNF595,-0.036638702,5.938139784,-3.073647601,0.002157768,0.008880026,-2.15877403,-0.075167439,0.075167439
OR52E2,0.050662733,1.95352359,2.844989165,0.004509608,0.016097001,-2.158990326,0.090851202,0.090851202
ATF5,0.024379176,6.312752265,3.247775247,0.001192246,0.005478,-2.159409315,0.055130531,0.055130531
DYNC1LI2,0.017087012,6.478774077,3.289058861,0.001031626,0.004849575,-2.160180993,0.03954441,0.03954441
MTCH1,0.017794308,6.546241849,3.304062284,0.000978399,0.004649221,-2.162457701,0.041507355,0.041507355
CHRM3,0.169517714,4.555208864,2.820712068,0.004863164,0.017123511,-2.162994226,0.299437307,0.299437307
FGF14,-0.084196048,5.688684303,-2.957308494,0.003158358,0.012061688,-2.163581892,-0.161537858,0.161537858
RCAN2,-0.037908543,5.951235602,-3.077226369,0.002132211,0.0088024,-2.165725785,-0.077917177,0.077917177
DDX56,0.018821274,6.392864937,3.266323939,0.001117413,0.00517925,-2.16678872,0.043020409,0.043020409
CHMP2A,-0.02472093,6.445529986,-3.271863098,0.001095924,0.005098373,-2.168244758,-0.056674423,0.056674423
TRDMT1,0.041009387,5.713670555,2.99433703,0.002801426,0.010959564,-2.16885659,0.080386875,0.080386875
NEK8,-0.042007514,5.757806133,-2.989643875,0.002844528,0.011082029,-2.169955596,-0.082140683,0.082140683
NRBF2,0.020833133,6.137241678,3.180577042,0.001503883,0.006634778,-2.170662427,0.045378181,0.045378181
GGT1,0.065154937,6.00660814,3.133431667,0.001765634,0.007543238,-2.171261168,0.138287589,0.138287589
LOC200030,-0.025369918,6.171866018,-3.181834376,0.00149742,0.00661514,-2.172601105,-0.055292746,0.055292746
NDST1,-0.020020457,6.530802941,-3.291697068,0.001022076,0.004815011,-2.172874679,-0.046395462,0.046395462
ENOX1,-0.078544158,5.554848429,-2.912157848,0.003649526,0.01357731,-2.176175736,-0.146656573,0.146656573
WDR76,0.034730345,5.985226062,3.112718855,0.001893384,0.007980129,-2.176253509,0.07286392,0.07286392
IFNA10,0.082882662,2.008207863,2.837352575,0.004618225,0.016398648,-2.176734646,0.147961463,0.147961463
PROK2,0.203588287,2.785136408,2.834102989,0.00466516,0.016523662,-2.177071979,0.362772685,0.362772685
P2RX5,0.068141428,5.418110006,2.901075531,0.003780263,0.013971459,-2.177139979,0.126385874,0.126385874
ST13,0.016281271,6.589792866,3.309285143,0.000960475,0.004586147,-2.177397968,0.038074599,0.038074599
RBPJ,0.020002572,6.214774008,3.208875768,0.001364465,0.006110559,-2.17762975,0.044284075,0.044284075
SIRPG,0.133209842,5.134044654,2.851066314,0.004424833,0.015852806,-2.179454339,0.239763575,0.239763575
FGF23,0.097794099,2.061123615,2.835896099,0.004639208,0.016452424,-2.180191798,0.174442192,0.174442192
ELN,-0.071080275,6.28581827,-3.211359253,0.001352818,0.006068312,-2.181299333,-0.157580144,0.157580144
RGS14,-0.041978831,6.031633459,-3.108724752,0.001918975,0.00805698,-2.181578934,-0.087896441,0.087896441
DEFB126,0.141640233,2.152255853,2.835077746,0.004651036,0.01648844,-2.181981474,0.252519102,0.252519102
FLJ37543,-0.20891402,3.041469256,-2.831977998,0.004696085,0.016612316,-2.182173374,-0.371777084,0.371777084
STOX1,-0.086783688,5.719674727,-2.95975401,0.003133562,0.011983233,-2.184394382,-0.166748433,0.166748433
C12orf63,-0.182816768,3.998338257,-2.825648574,0.004789301,0.016896614,-2.185608833,-0.323987933,0.323987933
MESP1,0.130458818,5.276375233,2.873986168,0.004117959,0.014953375,-2.186155854,0.238121363,0.238121363
HRCT1,0.140103792,5.046625363,2.836695335,0.004627683,0.016418039,-2.186347452,0.250040254,0.250040254
GLI4,0.051307885,5.814232426,3.033192851,0.002466863,0.009916216,-2.187047127,0.102803249,0.102803249
SERHL2,-0.115037928,5.778039939,-2.972230502,0.003009802,0.011602179,-2.188208127,-0.222651357,0.222651357
TRNAU1AP,0.021830595,6.033084335,3.126691905,0.001806305,0.007685367,-2.190339976,0.046157199,0.046157199
ZNF138,-0.029585347,6.036472564,-3.112278229,0.001896192,0.007988548,-2.190882152,-0.062056216,0.062056216
LOC442421,-0.101893452,5.032037073,-2.818512563,0.004896405,0.017212237,-2.191330534,-0.179756627,0.179756627
C21orf81,-0.202032137,3.632563126,-2.82357504,0.004820202,0.016993474,-2.191411477,-0.357539877,0.357539877
MMP9,0.064465299,6.297336117,3.240242473,0.001223939,0.005592355,-2.192721103,0.145201977,0.145201977
PSEN2,-0.025432879,6.215990773,-3.192873169,0.001441764,0.006405678,-2.193236873,-0.055785364,0.055785364
KLRD1,0.108363503,5.132065788,2.841800408,0.004554678,0.01621679,-2.196382131,0.193974474,0.193974474
HIST1H2BE,0.095053247,4.905916502,2.816294739,0.004930131,0.017294476,-2.197172617,0.167492621,0.167492621
S100A3,0.094837131,4.841764919,2.812389876,0.004990024,0.017476601,-2.197664605,0.166680337,0.166680337
FKBP1A,0.016741324,6.576294616,3.29921808,0.000995299,0.004719712,-2.20050107,0.038941735,0.038941735
MKL2,-0.03021596,6.430662787,-3.255889003,0.001158959,0.005347478,-2.205209339,-0.068646157,0.068646157
KAAG1,-0.228225972,3.334971256,-2.818467481,0.004897089,0.017212237,-2.208205166,-0.402627744,0.402627744
P4HA1,0.0282046,6.386651311,3.253356698,0.001169255,0.005388679,-2.208597394,0.063982634,0.063982634
CACNA1G,-0.163867967,4.692643345,-2.802328112,0.005147397,0.017941638,-2.208697131,-0.28613607,0.28613607
NBPF4,-0.302012746,4.780787798,-2.801953182,0.005153347,0.017956152,-2.209730514,-0.527249845,0.527249845
B3GAT1,0.171598393,4.636990995,2.802272954,0.005148272,0.017941638,-2.209910211,0.29963446,0.29963446
RIPK4,0.092042981,5.913945719,3.085452568,0.002074517,0.008596608,-2.20997347,0.190130692,0.190130692
NFKBIE,0.028922823,6.108404101,3.157379764,0.001627842,0.007077186,-2.210588315,0.062188101,0.062188101
CHRNB4,0.231609197,3.440001812,2.814460943,0.004958176,0.017380978,-2.211390995,0.407615001,0.407615001
SLC6A10P,0.135000728,4.497628362,2.800866782,0.005170623,0.018013166,-2.212277226,0.235496613,0.235496613
CCNY,0.017839682,6.424039603,3.259800773,0.00114322,0.005284747,-2.212984444,0.040620524,0.040620524
AP3B1,-0.018892816,6.375654818,-3.240546161,0.001222646,0.005590334,-2.214264262,-0.042557245,0.042557245
C9orf9,-0.035614142,5.890486177,-3.032371237,0.002473541,0.00993901,-2.215394917,-0.071322907,0.071322907
ACAD9,0.017963477,6.301372751,3.224819898,0.001291271,0.005853901,-2.217703591,0.040104443,0.040104443
DAD1L,0.088336291,2.04486841,2.818640325,0.004894469,0.017212229,-2.2193335,0.155839606,0.155839606
LRFN2,-0.224583424,4.574382449,-2.800793269,0.005171794,0.018014063,-2.219349049,-0.391760701,0.391760701
C16orf86,-0.068339938,5.251436854,-2.833334886,0.004676317,0.016560205,-2.219562312,-0.121708938,0.121708938
AMIGO1,-0.055598123,5.662365161,-2.934324578,0.003400301,0.012804685,-2.220858199,-0.105226737,0.105226737
C1orf105,0.19166562,2.505075731,2.816618599,0.004925193,0.017280228,-2.221073353,0.337801176,0.337801176
RAB40B,0.028049689,6.060507461,3.131339942,0.001778165,0.007590199,-2.22293283,0.059458239,0.059458239
SLC2A5,0.073232704,5.578951174,2.933685969,0.003407259,0.01282354,-2.224449471,0.138555694,0.138555694
MAP2,0.060268691,5.876098165,3.051573448,0.002321716,0.009444391,-2.225174352,0.122033617,0.122033617
CCDC151,-0.158116253,4.880803423,-2.795930931,0.005249775,0.018237375,-2.226835428,-0.274970122,0.274970122
LY6H,-0.16091513,4.591833122,-2.796014777,0.005248421,0.018235884,-2.227515383,-0.279843187,0.279843187
ELOVL2,-0.152364128,5.82087127,-2.966059283,0.003070448,0.011785288,-2.228634544,-0.293858568,0.293858568
FGD5,-0.038363821,6.136407226,-3.144370046,0.001701417,0.007322812,-2.228676322,-0.081919114,0.081919114
OTC,-0.123219698,2.154148496,-2.814451912,0.004958315,0.017380978,-2.228719182,-0.216857526,0.216857526
OLFML3,-0.034749065,6.310803633,-3.213329447,0.001343644,0.006037214,-2.228912026,-0.077113853,0.077113853
CMC1,0.02669253,5.893554603,3.048383956,0.002346327,0.009524863,-2.229279363,0.053949374,0.053949374
